Date/Time	Lamp_State	Fan_State	Bathroom_Humidity	Bathroom_Temperature	Bedroom1_Humidity	Bedroom1_Temperature	Kitchen_Humidity	Kitchen_Temperature	Diningroom_Humidity	Diningroom_Temperature	Livingroom1_Humidity	Livingroom1_Temperature	Livingroom2_Humidity	Livingroom2_Temperature	Bedroom2_Humidity	Bedroom2_Temperature	
2019-07-11 14:21:41.787949	1	0	43.0	98.6	43.0	87.8	54.0	80.6	60.0	77.0	31.0	95.0	52.0	78.8	48.0	84.2	
2019-07-11 14:23:00.746079	1	0	42.0	100.4	45.0	87.8	54.0	80.6	60.0	77.0	31.0	95.0	52.0	78.8	48.0	84.2	
2019-07-11 14:24:12.131651	1	0	41.0	102.2	44.0	87.8	53.0	80.6	60.0	77.0	31.0	93.2	55.0	78.8	48.0	84.2	
2019-07-11 14:25:18.462833	1	0	40.0	102.2	47.0	87.8	52.0	80.6	59.0	77.0	31.0	93.2	55.0	78.8	49.0	84.2	
2019-07-11 14:26:50.101914	1	0	41.0	102.2	47.0	87.8	52.0	80.6	59.0	77.0	32.0	93.2	55.0	78.8	49.0	86.0	
2019-07-11 14:27:56.423005	1	0	40.0	100.4	48.0	87.8	52.0	80.6	59.0	77.0	33.0	93.2	55.0	78.8	49.0	84.2	
2019-07-11 14:29:05.293032	1	0	148.0	66.2	47.0	89.6	52.0	80.6	59.0	77.0	33.0	93.2	155.0	55.4	49.0	86.0	
2019-07-11 14:30:11.613561	1	0	41.0	102.2	47.0	89.6	51.0	80.6	59.0	77.0	33.0	93.2	55.0	80.6	49.0	86.0	
2019-07-11 14:31:28.087800	1	0	41.0	102.2	47.0	89.6	51.0	80.6	59.0	77.0	33.0	93.2	55.0	80.6	48.0	86.0	
2019-07-11 14:32:44.536649	1	0	40.0	102.2	151.0	60.8	51.0	80.6	59.0	77.0	32.0	93.2	54.0	80.6	49.0	84.2	
2019-07-11 14:33:50.879989	1	0	41.0	102.2	47.0	89.6	52.0	80.6	59.0	77.0	32.0	93.2	54.0	80.6	49.0	86.0	
2019-07-11 14:35:04.796124	0	1	41.0	102.2	45.0	89.6	51.0	80.6	59.0	77.0	32.0	93.2	52.0	80.6	49.0	84.2	
2019-07-11 14:36:11.119687	0	1	40.0	102.2	45.0	89.6	51.0	80.6	59.0	77.0	32.0	93.2	54.0	78.8	48.0	86.0	
2019-07-11 14:37:17.467874	0	1	43.0	96.8	45.0	86.0	55.0	80.6	60.0	77.0	34.0	87.8	54.0	78.8	49.0	84.2	
2019-07-11 14:38:51.675173	0	1	45.0	93.2	47.0	84.2	55.0	78.8	59.0	77.0	36.0	86.0	54.0	78.8	49.0	82.4	
2019-07-11 14:40:20.795247	0	1	45.0	93.2	47.0	84.2	55.0	78.8	58.0	77.0	36.0	86.0	54.0	77.0	49.0	82.4	
2019-07-11 14:41:29.659345	0	1	47.0	89.6	49.0	82.4	55.0	78.8	58.0	75.2	40.0	84.2	54.0	77.0	49.0	82.4	
2019-07-11 14:42:53.720049	0	1	49.0	87.8	50.0	82.4	55.0	78.8	58.0	75.2	40.0	84.2	54.0	77.0	49.0	82.4	
2019-07-11 14:43:57.531663	0	1	51.0	86.0	51.0	80.6	55.0	77.0	58.0	75.2	41.0	82.4	54.0	77.0	49.0	82.4	
2019-07-11 14:45:11.458313	0	1	53.0	84.2	51.0	80.6	56.0	77.0	59.0	75.2	42.0	80.6	54.0	75.2	49.0	80.6	
2019-07-11 14:46:40.592098	0	1	53.0	84.2	52.0	80.6	55.0	77.0	59.0	75.2	42.0	80.6	155.0	53.6	49.0	80.6	
2019-07-11 14:47:49.444637	0	1	55.0	84.2	52.0	80.6	56.0	77.0	59.0	75.2	44.0	80.6	55.0	75.2	49.0	80.6	
2019-07-11 14:48:55.782757	0	1	55.0	82.4	53.0	78.8	56.0	77.0	59.0	75.2	45.0	80.6	55.0	75.2	49.0	80.6	
2019-07-11 14:50:02.107439	0	1	55.0	82.4	54.0	78.8	57.0	77.0	60.0	75.2	46.0	78.8	56.0	75.2	49.0	80.6	
2019-07-11 14:51:08.433255	0	1	56.0	80.6	54.0	78.8	58.0	77.0	60.0	75.2	46.0	78.8	56.0	75.2	50.0	80.6	
2019-07-11 14:52:17.299122	0	1	57.0	80.6	55.0	78.8	58.0	77.0	60.0	75.2	47.0	78.8	56.0	75.2	50.0	78.8	
2019-07-11 14:53:23.639563	0	1	58.0	78.8	55.0	78.8	59.0	75.2	61.0	75.2	47.0	78.8	56.0	75.2	50.0	78.8	
2019-07-11 14:54:35.015982	0	1	58.0	78.8	55.0	77.0	60.0	75.2	60.0	75.2	48.0	78.8	57.0	75.2	51.0	78.8	
2019-07-11 14:55:51.459287	0	1	59.0	78.8	55.0	77.0	60.0	75.2	61.0	75.2	48.0	78.8	57.0	75.2	51.0	78.8	
2019-07-11 14:57:20.586966	0	1	59.0	78.8	55.0	77.0	158.0	53.6	61.0	75.2	152.0	53.6	57.0	75.2	52.0	78.8	
2019-07-11 14:58:26.910969	0	1	60.0	78.8	56.0	77.0	
2019-07-11 15:08:18.598793	1	1	60.0	78.8	56.0	77.0	63.0	75.2	61.0	75.2	48.0	77.0	57.0	75.2	52.0	78.8	
2019-07-11 15:09:24.955748	1	1	62.0	75.2	57.0	77.0	60.0	75.2	62.0	73.4	51.0	75.2	58.0	73.4	48.0	84.2	
2019-07-11 15:10:33.836585	1	1	58.0	80.6	57.0	77.0	55.0	78.8	61.0	75.2	49.0	77.0	57.0	73.4	47.0	84.2	
2019-07-11 15:11:37.670654	1	1	55.0	84.2	56.0	77.0	49.0	80.6	60.0	75.2	46.0	78.8	58.0	73.4	43.0	86.0	
2019-07-11 15:12:54.118932	1	1	52.0	84.2	56.0	77.0	47.0	82.4	59.0	75.2	46.0	78.8	58.0	73.4	39.0	89.6	
2019-07-11 15:13:57.968084	1	1	49.0	87.8	56.0	77.0	45.0	84.2	57.0	77.0	46.0	78.8	58.0	73.4	38.0	91.4	
2019-07-11 15:15:11.900321	1	1	49.0	89.6	55.0	77.0	43.0	86.0	57.0	77.0	45.0	80.6	58.0	73.4	35.0	93.2	
2019-07-11 15:16:18.262888	1	1	48.0	89.6	55.0	77.0	41.0	86.0	56.0	77.0	44.0	80.6	58.0	73.4	35.0	95.0	
2019-07-11 15:17:22.093295	1	1	48.0	87.8	56.0	78.8	42.0	87.8	56.0	77.0	43.0	80.6	58.0	73.4	35.0	96.8	
2019-07-11 15:18:33.527735	1	1	48.0	87.8	55.0	77.0	41.0	87.8	56.0	77.0	43.0	80.6	58.0	75.2	34.0	98.6	
2019-07-11 15:20:02.627315	1	1	48.0	87.8	56.0	78.8	39.0	89.6	55.0	77.0	42.0	82.4	58.0	75.2	33.0	100.4	
2019-07-11 15:21:21.641079	1	1	48.0	89.6	55.0	78.8	39.0	89.6	55.0	77.0	42.0	82.4	58.0	75.2	32.0	100.4	
2019-07-11 15:22:38.110392	1	1	48.0	89.6	55.0	78.8	38.0	89.6	54.0	77.0	42.0	82.4	58.0	75.2	33.0	102.2	
2019-07-11 15:23:44.506601	1	1	47.0	89.6	55.0	78.8	38.0	89.6	55.0	78.8	41.0	82.4	58.0	75.2	31.0	102.2	
2019-07-11 15:24:50.848950	1	1	47.0	89.6	55.0	78.8	38.0	91.4	54.0	78.8	41.0	82.4	58.0	75.2	31.0	102.2	
2019-07-11 15:25:57.176959	1	1	47.0	89.6	55.0	78.8	38.0	91.4	53.0	78.8	41.0	82.4	58.0	75.2	30.0	102.2	
2019-07-11 15:27:03.521758	1	1	47.0	89.6	55.0	78.8	37.0	91.4	53.0	78.8	41.0	82.4	58.0	75.2	30.0	104.0	
2019-07-11 15:28:12.401488	1	1	46.0	89.6	55.0	78.8	37.0	91.4	54.0	78.8	40.0	82.4	57.0	75.2	29.0	104.0	
2019-07-11 15:29:21.281011	1	1	46.0	89.6	55.0	78.8	37.0	91.4	53.0	78.8	40.0	82.4	58.0	75.2	28.0	104.0	
2019-07-11 15:30:27.657948	1	1	46.0	89.6	55.0	78.8	36.0	91.4	54.0	78.8	41.0	82.4	58.0	75.2	26.0	105.8	
2019-07-11 15:31:31.459455	1	1	47.0	91.4	55.0	78.8	36.0	91.4	54.0	78.8	42.0	84.2	157.0	53.6	24.0	104.0	
2019-07-11 15:32:47.929298	1	1	46.0	91.4	55.0	78.8	36.0	93.2	54.0	78.8	43.0	84.2	59.0	75.2	24.0	104.0	
2019-07-11 15:33:59.326718	1	1	45.0	91.4	55.0	78.8	36.0	93.2	53.0	78.8	42.0	84.2	60.0	75.2	25.0	104.0	
2019-07-11 15:35:13.269424	1	1	44.0	91.4	55.0	78.8	37.0	93.2	53.0	78.8	42.0	84.2	158.0	53.6	24.0	104.0	
2019-07-11 15:36:19.660856	1	1	44.0	91.4	55.0	78.8	37.0	93.2	54.0	80.6	43.0	84.2	61.0	75.2	24.0	104.0	
2019-07-11 15:37:33.575792	1	1	44.0	91.4	54.0	78.8	37.0	93.2	55.0	80.6	43.0	84.2	60.0	75.2	24.0	104.0	
2019-07-11 15:38:39.899453	1	1	44.0	91.4	54.0	78.8	36.0	93.2	55.0	80.6	42.0	84.2	60.0	75.2	23.0	104.0	
2019-07-11 15:39:48.757694	1	1	44.0	91.4	54.0	78.8	35.0	93.2	52.0	80.6	43.0	84.2	61.0	75.2	23.0	104.0	
2019-07-11 15:40:55.091964	1	1	45.0	91.4	55.0	78.8	35.0	93.2	52.0	80.6	42.0	84.2	61.0	75.2	25.0	104.0	
2019-07-11 15:41:58.907788	1	1	45.0	93.2	56.0	78.8	34.0	93.2	52.0	80.6	42.0	84.2	61.0	75.2	26.0	105.8	
2019-07-11 15:43:07.773271	1	0	45.0	93.2	55.0	78.8	34.0	93.2	52.0	78.8	42.0	84.2	61.0	75.2	25.0	105.8	
2019-07-11 15:44:14.126178	1	0	44.0	93.2	55.0	78.8	34.0	93.2	52.0	80.6	41.0	84.2	58.0	75.2	25.0	105.8	
2019-07-11 15:45:22.982945	1	0	44.0	93.2	55.0	78.8	35.0	93.2	52.0	80.6	41.0	84.2	59.0	75.2	24.0	105.8	
2019-07-11 15:46:29.344602	1	0	44.0	91.4	55.0	78.8	35.0	93.2	52.0	80.6	41.0	84.2	57.0	75.2	24.0	105.8	
2019-07-11 15:47:35.684631	1	0	45.0	91.4	54.0	80.6	35.0	93.2	52.0	80.6	41.0	84.2	58.0	75.2	23.0	105.8	
2019-07-11 15:48:44.557948	1	0	45.0	91.4	54.0	80.6	35.0	93.2	52.0	80.6	40.0	84.2	57.0	75.2	23.0	105.8	
2019-07-11 15:49:53.430040	1	0	45.0	91.4	54.0	80.6	34.0	95.0	52.0	80.6	40.0	84.2	57.0	75.2	23.0	104.0	
2019-07-11 15:50:59.761334	1	0	45.0	91.4	53.0	80.6	34.0	93.2	52.0	80.6	40.0	84.2	58.0	75.2	23.0	104.0	
2019-07-11 15:52:06.103425	1	0	45.0	91.4	53.0	80.6	34.0	93.2	51.0	80.6	40.0	84.2	58.0	75.2	24.0	105.8	
2019-07-11 15:53:09.918089	1	0	44.0	89.6	53.0	80.6	34.0	95.0	51.0	80.6	40.0	84.2	156.0	53.6	22.0	104.0	
2019-07-11 15:54:23.844584	1	0	44.0	89.6	53.0	78.8	34.0	95.0	51.0	80.6	40.0	84.2	57.0	75.2	22.0	104.0	
2019-07-11 15:55:27.658008	1	0	45.0	91.4	54.0	80.6	33.0	95.0	51.0	80.6	40.0	84.2	57.0	75.2	24.0	104.0	
2019-07-11 15:56:31.456619	1	0	46.0	91.4	53.0	80.6	33.0	95.0	51.0	80.6	40.0	84.2	56.0	75.2	26.0	105.8	
2019-07-11 15:57:40.352909	1	0	45.0	91.4	53.0	80.6	33.0	93.2	50.0	80.6	40.0	84.2	56.0	75.2	26.0	105.8	
2019-07-11 15:58:46.689842	1	0	45.0	91.4	53.0	80.6	33.0	93.2	50.0	80.6	40.0	84.2	58.0	75.2	25.0	107.6	
2019-07-11 15:59:55.544055	1	0	45.0	91.4	54.0	80.6	33.0	93.2	50.0	80.6	40.0	84.2	58.0	75.2	25.0	107.6	
2019-07-11 16:01:01.879504	1	0	45.0	91.4	53.0	80.6	33.0	93.2	50.0	80.6	40.0	84.2	57.0	75.2	26.0	107.6	
2019-07-11 16:02:05.682788	1	0	45.0	91.4	53.0	80.6	34.0	93.2	51.0	80.6	148.0	57.2	57.0	75.2	26.0	107.6	
2019-07-11 16:03:09.480899	1	0	45.0	89.6	53.0	80.6	33.0	93.2	50.0	80.6	40.0	84.2	57.0	75.2	28.0	109.4	
2019-07-11 16:04:18.342292	1	0	44.0	89.6	53.0	80.6	33.0	93.2	51.0	80.6	148.0	57.2	57.0	75.2	28.0	109.4	
2019-07-11 16:05:24.679611	1	0	46.0	89.6	53.0	80.6	34.0	93.2	50.0	80.6	148.0	57.2	57.0	75.2	28.0	109.4	
2019-07-11 16:06:31.060292	1	0	45.0	93.2	52.0	80.6	34.0	93.2	49.0	80.6	39.0	84.2	57.0	75.2	28.0	109.4	
2019-07-11 16:07:37.413526	1	0	43.0	96.8	52.0	80.6	33.0	93.2	49.0	80.6	39.0	84.2	56.0	73.4	28.0	109.4	
2019-07-11 16:08:43.761913	1	0	41.0	98.6	52.0	78.8	33.0	93.2	49.0	80.6	39.0	84.2	57.0	75.2	28.0	109.4	
2019-07-11 16:09:47.589695	1	0	41.0	100.4	53.0	78.8	33.0	93.2	49.0	80.6	39.0	84.2	57.0	75.2	28.0	109.4	
2019-07-11 16:10:53.949803	1	0	40.0	100.4	53.0	78.8	33.0	93.2	49.0	80.6	40.0	84.2	58.0	75.2	27.0	109.4	
2019-07-11 16:12:02.811048	1	0	39.0	100.4	53.0	78.8	33.0	93.2	49.0	80.6	39.0	84.2	57.0	75.2	28.0	109.4	
2019-07-11 16:13:14.218606	1	0	40.0	102.2	53.0	78.8	33.0	93.2	49.0	80.6	39.0	84.2	57.0	75.2	28.0	111.2	
2019-07-11 16:14:20.561135	1	0	39.0	102.2	53.0	78.8	33.0	93.2	49.0	80.6	39.0	84.2	58.0	75.2	28.0	111.2	
2019-07-11 16:15:29.432032	1	0	39.0	102.2	52.0	78.8	34.0	93.2	50.0	80.6	39.0	84.2	58.0	73.4	26.0	111.2	
2019-07-11 16:16:38.297662	0	1	38.0	102.2	53.0	78.8	34.0	93.2	50.0	80.6	39.0	84.2	59.0	75.2	25.0	111.2	
2019-07-11 16:17:47.154648	0	1	39.0	102.2	54.0	78.8	37.0	91.4	50.0	80.6	39.0	84.2	59.0	75.2	25.0	104.0	
2019-07-11 16:19:08.700517	0	1	39.0	98.6	54.0	78.8	37.0	91.4	52.0	78.8	41.0	82.4	59.0	73.4	25.0	104.0	
2019-07-11 16:20:17.561836	0	1	41.0	95.0	56.0	77.0	38.0	89.6	52.0	80.6	43.0	82.4	59.0	75.2	27.0	100.4	
2019-07-11 16:21:28.949921	0	1	44.0	93.2	56.0	77.0	39.0	87.8	52.0	78.8	44.0	80.6	60.0	75.2	29.0	98.6	
2019-07-11 16:22:35.282515	0	1	46.0	89.6	56.0	77.0	40.0	86.0	52.0	78.8	44.0	80.6	58.0	73.4	32.0	96.8	
2019-07-11 16:23:41.625662	0	1	48.0	87.8	56.0	77.0	42.0	82.4	52.0	77.0	45.0	80.6	59.0	73.4	33.0	93.2	
